,start,end,duration,file_name
0,5.084375,76.630375,71.546,Career_Opportunities_In_AI.mp4
1,81.986688,288.221688,206.23499999999996,Career_Opportunities_In_AI.mp4
2,291.285438,310.697625,19.412187000000017,Career_Opportunities_In_AI.mp4
3,313.756187,321.411438,7.655250999999964,Career_Opportunities_In_AI.mp4
4,324.68400099999997,326.231313,1.5473120000000335,Career_Opportunities_In_AI.mp4
5,329.347313,447.661063,118.31375000000003,Career_Opportunities_In_AI.mp4
6,451.905188,463.721875,11.816687000000002,Career_Opportunities_In_AI.mp4
7,468.548563,472.862563,4.314000000000021,Career_Opportunities_In_AI.mp4
8,476.343,484.315375,7.9723749999999995,Career_Opportunities_In_AI.mp4
9,489.86231300000003,499.632812,9.770498999999973,Career_Opportunities_In_AI.mp4
10,503.256062,521.163,17.906938000000025,Career_Opportunities_In_AI.mp4
11,532.2895,571.7455,39.45600000000002,Career_Opportunities_In_AI.mp4
12,585.647438,1479.468437,893.820999,Career_Opportunities_In_AI.mp4
13,1482.727562,1487.631813,4.904250999999931,Career_Opportunities_In_AI.mp4
14,1490.64425,2061.197875,570.5536249999998,Career_Opportunities_In_AI.mp4
15,2065.494625,2394.101187,328.6065620000004,Career_Opportunities_In_AI.mp4
16,2397.2844370000003,2879.485312,482.20087499999954,Career_Opportunities_In_AI.mp4
17,2882.9377499999996,3023.48625,140.54850000000033,Career_Opportunities_In_AI.mp4
18,3026.624625,3104.571375,77.94675000000007,Career_Opportunities_In_AI.mp4
19,3108.135437,3192.754063,84.61862599999995,Career_Opportunities_In_AI.mp4
20,3196.055,3509.089812,313.03481200000033,Career_Opportunities_In_AI.mp4
21,3512.524687,3599.5765,87.05181300000004,Career_Opportunities_In_AI.mp4
22,3603.166313,3663.244125,60.077811999999994,Career_Opportunities_In_AI.mp4
23,3668.7243750000002,3679.959875,11.235499999999774,Career_Opportunities_In_AI.mp4
24,3682.98275,3705.835188,22.852437999999893,Career_Opportunities_In_AI.mp4
25,3709.226688,3711.543875,2.317186999999649,Career_Opportunities_In_AI.mp4
26,3717.765187,3729.3125,11.547313000000031,Career_Opportunities_In_AI.mp4
27,3736.92925,3746.384312,9.455061999999998,Career_Opportunities_In_AI.mp4
28,3750.774937,3756.324625,5.54968800000006,Career_Opportunities_In_AI.mp4
29,3761.2745,3762.2745,1.0,Career_Opportunities_In_AI.mp4
